,name,gender,born_date,born_year,born_place,born_country,died_date,died_year,died_place,died_country,degree,degree_generalized,university,university_country,graduate_year,main_classification,classification_indices,earliest_publication,publication_count,advisor_count,student_count,descendant_count,summary
1584,Jean-Pierre Kahane,M,11 December 1926,1926.0,"Paris, France",France,21 June 2017,2017.0,"Paris, France",France,Ph.D.,Ph.D.,Centre national de la recherche scientifique,France,1954.0,42.0,"['42', '60', '01', '30', '11', '28', '43', '41', '00', '46', '26', '10', '31', '12', '94', '58', '34', '82', '70', '54', '53', '51', '50', '44', '39', '32']",1947.0,288.0,1.0,13.0,775.0,"Jean-Pierre Kahane was a French mathematician who specialised in harmonic analysis , chaos theory and Brownian motion."
1585,Erich Kähler,M,16 January 1906,1906.0,"Leipzig, Germany",Germany,31 May 2000,2000.0,"Wedel, near Hamburg, Germany",Germany,Ph.D.,Ph.D.,Universität Leipzig,Germany,1928.0,14.0,"['14', '53', '00', '22', '09', '81', '71', '58', '32', '12']",1926.0,30.0,1.0,10.0,595.0,Erich Kähler was a German mathematician who worked in geometry and mathematical physics. His work is valuable in string theory.
1586,Franz Daniel Kahn,M,13 May 1926,1926.0,"Nuremberg, Bayern, Germany",Germany,8 February 1998,1998.0,"Bourne End, Buckinghamshire, England",United Kingdom,D.Phil.,Ph.D.,University of Oxford,United Kingdom,1949.0,85.0,"['85', '82', '78', '76', '65']",1955.0,11.0,1.0,2.0,6.0,Franz Kahn was a mathematician and astrophysicist who was a professor at the University of Manchester. He was a world leading expert in theoretical studies of the dynamics of the interstellar medium.
1587,Shizuo Kakutani,M,28 August 1911,1911.0,"Osaka, Japan",Japan,17 August 2004,2004.0,"New Haven, Connecticut, USA",United States,Ph.D.,Ph.D.,Osaka University,Japan,1941.0,46.0,"['46', '60', '28', '27', '20', '56', '01', '34', '52', '40', '31', '30', '11']",1939.0,80.0,1.0,35.0,209.0,"Shizuo Kakutani was a Japanese-born American mathematician who worked in probability theory, ergodic theory and complex analysis, and is best known for his fixed-point theorem."
1588,Jan Kalicki,M,28 January 1922,1922.0,"Warsaw, Poland",Poland,25 November 1953,1953.0,"Contra Costa County, USA",United States,,,,,,2.0,"['02', '06']",1948.0,10.0,,,,Jan Kalicki was a Polish mathematician who worked on logical matrices and equational logic.
1589,Rudolf Emil Kalman,M,19 May 1930,1930.0,"Budapest, Hungary",Hungary,2 July 2016,2016.0,"Gainesville, Florida, USA",United States,Ph.D.,Ph.D.,Columbia University,United States,1958.0,93.0,"['93', '34', '94', '60', '90', '62', '68', '15', '91', '70', '30', '01']",1957.0,66.0,1.0,14.0,520.0,Rudolf Kalman was a Hungarian-born American mathematician best known for his work in control theory.
1590,László Kalmár,M,27 March 1905,1905.0,"Edde (N of Kaposvar), Hungary",Hungary,2 August 1976,1976.0,"Mátraháza, Hungary",Hungary,Ph.D.,Ph.D.,Eötvös Loránd University,Hungary,1926.0,2.0,"['02', '68', '01', '27', '94', '39']",1940.0,35.0,1.0,3.0,27.0,László Kalmár worked on mathematical logic and theoretical computer science. He was ackowledged as the leader of Hungarian mathematical logic.
1591,Nigel John Kalton,M,20 June 1946,1946.0,"Bromley, Kent, England",United Kingdom,31 August 2010,2010.0,"Columbia, Missouri, USA",United States,Ph.D.,Ph.D.,University of Cambridge,United Kingdom,1970.0,46.0,"['46', '47', '90', '28', '43', '42', '41', '58', '52', '30', '60', '54', '53', '40', '35', '34', '33', '31', '22', '15']",1970.0,273.0,1.0,14.0,24.0,Nigel Kalton was an English-born American mathematician known for his contributions to functional analysis.
1592,Theodor Franz Eduard Kaluza,M,9 November 1885,1885.0,"Opeln, Germany (now Opole, Poland)",Germany,19 January 1954,1954.0,"Göttingen, Germany",Germany,Dr. phil.,Ph.D.,Universität Königsberg,Germany,1907.0,83.0,"['83', '81']",1983.0,2.0,1.0,7.0,366.0,Theodor Kaluza was a German mathematician and physicist known for his work in five-dimensional space-time.
1593,Lev Arkad'evich Kaluznin,M,31 January 1914,1914.0,"Moscow, Russia",Russia,6 December 1990,1990.0,"Moscow, Russia",Russia,,,,,,20.0,"['20', '01', '10', '02', '68', '94', '62', '15', '09', '08', '03']",1942.0,63.0,,,,Lev Arkad'evich Kaluznin was a Russian mathematician who is best known for his work in group theory and in particular permutation groups.
1594,Kamalakara,M,about 1616,1616.0,"Benares (now Varanasi), India",India,about 1700,1700.0,India,India,,,,,,,,,,,,,Kamalakara was an Indian astronomer and mathematician who combined traditional Indian astronomy with Aristotelian physics and Ptolemaic astronomy as presented by Islamic scientists.
1595,Egbert Rudolf van Kampen,M,28 May 1908,1908.0,"Berchem, Antwerp, Belgium",Belgium,11 February 1942,1942.0,"Baltimore, Maryland, USA",United States,Ph.D.,Ph.D.,Universiteit Leiden,Netherlands,1929.0,10.0,"['10', '60', '42', '56', '53', '46', '36', '34', '27', '15']",1930.0,33.0,1.0,0.0,0.0,Egbert van Kampen was a Belgian mathematician who made important contributions to topology and algebra.
1596,Leonid Vitalyevich Kantorovich,M,19 January 1912,1912.0,"St Petersburg, Russia",Russia,7 April 1986,1986.0,"Moscow, USSR",Russia,Ph.D.,Ph.D.,St. Petersburg State University,Russia,,46.0,"['46', '01', '90', '65', '49', '68', '27', '86', '62', '47', '42', '06', '00']",1939.0,99.0,2.0,16.0,470.0,Leonid Kantorovich was a Soviet mathematician and economist who can be regarded as the founder of linear programming.
1597,Irving Kaplansky,M,22 March 1917,1917.0,"Toronto, Ontario, Canada",Canada,25 June 2006,2006.0,"Sherman Oaks, Los Angeles, California, USA",United States,Ph.D.,Ph.D.,Harvard University,United States,1941.0,9.0,"['09', '46', '17', '13', '01', '11', '16', '15', '20', '10', '12', '60', '90', '62', '22', '18', '06', '04', '00', '81', '47', '40']",1939.0,155.0,1.0,55.0,1012.0,"Irving Kaplansky was a Canadian mathematician who made major contributions to ring theory, group theory and field theory."
1598,Demetrios Andreou Kappos,M,27 September 1904,1904.0,"Lidoriki, Greece",Greece,8 January 1985,1985.0,"Munich, Germany",Germany,Ph.D.,Ph.D.,,,,60.0,"['60', '27', '28', '31', '06', '81', '46']",1941.0,26.0,1.0,4.0,46.0,Demetrios Kappos was a Greek mathematician who worked in probability theory.
1599,Dattatreya Ramachandra Kaprekar,M,17 January 1905,1905.0,"Dahanu, India",India,1986,1986.0,"Devlali, India",India,,,,,,10.0,['10'],1945.0,10.0,,,,D R Kaprekar was a largely self-taught Indian mathematician who worked in in number theory.
1600,Samuel Karlin,M,8 June 1924,1924.0,"Janówa ?, Poland",Poland,18 December 2007,2007.0,"Palo Alto, California, USA",United States,Ph.D.,Ph.D.,Princeton University,United States,1947.0,92.0,"['92', '60', '41', '90', '62', '46', '26', '15', '44', '42', '33', '27', '01', '47', '34', '94', '65', '58', '52', '45', '39', '35', '30', '05']",1947.0,270.0,1.0,44.0,1844.0,Samuel Karlin was a Polish-born American mathematician who worked in game theory and its application in statistics and economics.
1601,Theodore von Kármán,M,11 May 1881,1881.0,"Budapest, Hungary",Hungary,7 May 1963,1963.0,"Aachen, Germany",Germany,Dr. phil.,Ph.D.,Georg-August-Universität Göttingen,Germany,1908.0,76.0,"['76', '73', '01', '71']",1939.0,28.0,1.0,38.0,1681.0,"Theodore von Kármán was a Hungarian born mathematician, aerospace engineer and physicist who worked in the fields of aeronautics and astronautics."
1602,Carol Ruth Karp,F,10 August 1926,1926.0,"Forest Grove, Ottawa County, Michigan, USA",United States,20 August 1972,1972.0,"Arlington, Virginia, USA",United States,Ph.D.,Ph.D.,University of Southern California,United States,1959.0,2.0,['02'],1959.0,9.0,1.0,3.0,3.0,"Carol Karp was an American mathematical logician whose research was closely linked to algebra. She made a reputation both as a teacher and researcher, and she was undertaking important work on infinitary logic and recursion theory when she died at the age of 46."
1603,Louis Charles Karpinski,M,5 August 1878,1878.0,"Rochester, New York, USA",United States,25 January 1956,1956.0,"Winter Haven, Florida, USA",United States,Ph.D.,Ph.D.,Universität Straßburg,Germany,1903.0,1.0,['01'],1940.0,11.0,1.0,8.0,19.0,Louis Karpinski was an American mathematician and historian of science.
1604,Wenceslaus Johann Gustav Karsten,M,15 December 1732,1732.0,"Neubrandenburg, Mecklenburg-Strelitz, Germany",Germany,17 April 1787,1787.0,"Halle, Germany",Germany,Dr. phil.,Ph.D.,Universität Rostock,Germany,1755.0,,,,,0.0,2.0,2.0,Wenceslaus Karsten was a German mathematician who wrote about the logarithms of negative and complex numbers.
1605,Edward Kasner,M,2 April 1878,1878.0,"New York City, New York, USA",United States,7 January 1955,1955.0,"New York City, New York, USA",United States,Ph.D.,Ph.D.,Columbia University,United States,1899.0,53.0,"['53', '71', '14', '30', '36', '70', '83', '52', '51', '48', '31', '01', '49', '35', '20', '11']",1899.0,129.0,2.0,12.0,921.0,Edward Kasner was an American mathematician who worked on differential geometry.
1606,Takebe Katahiro,M,1664,1664.0,"Edo (now Tokyo), Japan",Japan,24 August 1739,1739.0,"Edo (now Tokyo), Japan",Japan,,,,,,1.0,['01'],2013.0,2.0,,,,Takebe was a Japanese mathematician who wrote most of Seki's Encyclopaedia.
1607,Tosio Kato,M,25 August 1917,1917.0,"Kanuma City, Tochigi-ken, Japan",Japan,2 October 1999,1999.0,"Oakland, California, USA",United States,D.Sc.,Ph.D.,University of Tokyo,Japan,1951.0,47.0,"['47', '35', '46', '81', '34', '15', '36', '65', '76', '73', '45', '01']",1949.0,157.0,1.0,24.0,87.0,"Tosio Kato was a Japanese mathematician who worked in partial differential equations, mathematical physics and functional analysis."
1608,Katyayana,M,about 200 BC,-199.0,India,India,about 200 BC,-199.0,India,India,,,,,,,,,,,,,Katyayana was the author of one of the Sulbasutras: documents containing some of the earliest Indian mathematics.
1609,Patrick Keast,M,2 August 1942,1942.0,"Broxburn, West Lothian, Scotland",United Kingdom,25 July 2016,2016.0,"Halifax, Nova Scotia, Canada",Canada,Ph.D.,Ph.D.,University of St. Andrews,United Kingdom,1967.0,65.0,"['65', '35']",1966.0,30.0,1.0,1.0,1.0,Pat Keast was Scottish mathematician who specialised in numerical analysis.
1610,John Keill,M,1 December 1671,1671.0,"Edinburgh, Scotland",United Kingdom,31 August 1721,1721.0,"Oxford, England",United Kingdom,M.A.,M.A.,University of Aberdeen and University of Oxford,United Kingdom,1692.0,,,,,1.0,1.0,1.0,John Keill was a Scottish mathematician who acted as a propagator of Newton's philosophy.
1611,Howard Jerome Keisler,M,3 December 1936,1936.0,"Seattle, Washington, USA",United States,,,,,Ph.D.,Ph.D.,"University of California, Berkeley",United States,1961.0,3.0,"['03', '02', '60', '91', '04', '90', '81', '68', '37', '28', '54', '35', '08', '06', '01']",1960.0,129.0,1.0,35.0,69.0,Jerome Keisler is an American mathematician whose work included model theory and non-standard analysis.
1612,Lyudmila Vsevolodovna Keldysh,F,12 March 1904,1904.0,"Orenburg, Russia",Russia,16 February 1976,1976.0,"Moscow, Russia",Russia,Ph.D.,Ph.D.,Lomonosov Moscow State University,Russia,,54.0,"['54', '56', '27', '57', '01', '55', '82']",1940.0,39.0,1.0,10.0,18.0,Lyudmila Keldysh was a Russian mathematician known for her work in set theory and geometric topology.
1613,Mstislav Vsevolodovich Keldysh,M,10 February 1911,1911.0,"Riga, Latvia",Latvia,24 June 1978,1978.0,"Moscow, Russia",Russia,Ph.D.,Ph.D.,Lomonosov Moscow State University,Russia,1937.0,30.0,"['30', '01', '36', '76', '47', '41', '46', '40', '27', '00']",1937.0,29.0,1.0,4.0,75.0,Mstislav Keldysh was a Latvian-born Soviet mathematician and engineer who did important work on aerohydrodynamics. He also worked on functions of a complex variable and differential equations.
1614,Philip Kelland,M,17 October 1808,1808.0,"Dunster, Somerset, England",United Kingdom,7 May 1879,1879.0,"Bridge of Allen, Stirlingshire, Scotland",United Kingdom,,,,,,,,,,,,,"Philip Kelland became professor of mathematics at Edinburgh and worked on heat, light and water waves."
1615,Eduard Ott-Heinrich Keller,M,22 June 1906,1906.0,"Frankfurt (Main), Germany",Germany,5 December 1990,1990.0,"Halle, Germany",Germany,Ph.D.,Ph.D.,Johann Wolfgang Goethe-Universität Frankfurt am Main,Germany,1929.0,14.0,"['14', '50', '01', '53', '10', '56', '55', '52', '46', '20', '15', '13', '12', '11', '00']",1939.0,35.0,1.0,22.0,255.0,Ott-Heinrich Keller was a German mathematician who worked on algebraic geometry and topology.
1616,Joseph Bishop Keller,M,31 July 1923,1923.0,"Paterson, New Jersey, USA",United States,7 September 2016,2016.0,"Palo Alto, California, USA",United States,Ph.D.,Ph.D.,New York University,United States,1948.0,76.0,"['76', '78', '35', '73', '34', '65', '82', '80', '81', '60', '92', '70', '36', '74', '62', '15', '11', '52', '49', '05', '91', '90', '58', '51', '45', '40', '31', '28', '01']",1947.0,321.0,1.0,60.0,812.0,Joseph Keller was an American mathematician who originated the Geometrical Theory of Diffraction to solve problems of wave propagation.
1617,John Leroy Kelley,M,6 December 1916,1916.0,"Merriam near Kansas City, Kansas, USA",United States,26 November 1999,1999.0,"Oakland, California, USA",United States,Ph.D.,Ph.D.,University of Virginia,United States,1940.0,46.0,"['46', '56', '28', '54', '01', '71', '55', '22', '18', '00']",1939.0,45.0,1.0,8.0,126.0,John Kelley was an American mathematician who worked in general topology and functional analysis. He is best known for his standard topology textbook.
1618,R Bruce Kellogg,M,28 December 1930,1930.0,"Chicago, Illinois, USA",United States,30 April 2012,2012.0,"Landrum, South Carolina, USA",United States,Ph.D.,Ph.D.,The University of Chicago,United States,1958.0,65.0,"['65', '35', '76', '92', '15', '34', '82', '94', '78', '47', '46']",1958.0,103.0,2.0,6.0,6.0,Bruce Kellogg was an American mathematician who worked in partial differential eequations (both theoretical and in the modelling of real phenomena).
1619,Oliver Dimon Kellogg,M,10 July 1878,1878.0,"Linwood, Pennsylvania, USA",United States,26 July 1932,1932.0,"Greenville, Maine, USA",United States,Ph.D.,Ph.D.,Georg-August-Universität Göttingen,Germany,1902.0,31.0,"['31', '53', '45', '26']",1908.0,9.0,1.0,2.0,566.0,Oliver Kellogg was an American mathematician best known for his work on potential theory.
1620,Gregory Maxwell Kelly,M,5 June 1930,1930.0,"Bondi, New South Wales, Australia",Australia,26 January 2007,2007.0,"Sydney, Australia",Australia,Ph.D.,Ph.D.,University of Cambridge,United Kingdom,1957.0,18.0,"['18', '08', '68', '55', '57', '54', '16']",1959.0,90.0,1.0,5.0,20.0,Gregory Maxwell Kelly was an Australian mathematician who worked in category theory.
1621,Paul Joseph Kelly,M,26 June 1915,1915.0,"Riverside, California, USA",United States,15 July 1995,1995.0,"Santa Barbara, California, USA",United States,Ph.D.,Ph.D.,University of Wisconsin-Madison,United States,1942.0,52.0,"['52', '48', '05', '56', '55', '50', '53', '51']",1942.0,21.0,1.0,3.0,45.0,Paul Kelly was an American mathematician who worked in geometry and graph theory.
1622,William Thomson (Lord Kelvin),M,26 June 1824,1824.0,"Belfast, Ireland",Ireland,17 December 1907,1907.0,"Netherhall (near Largs), Ayrshire, Scotland",United Kingdom,,,,,,70.0,"['70', '53', '01']",1962.0,4.0,,,,"William Thomson (Lord Kelvin) became Professor of Natural Philosophy at Glasgow at a very young age. He made important contributions to many areas of Physics including electricity, magnetism and thermodynamics. His work on the first trans-Atlantic telegraph cable made his fortune."
1623,John Kemeny,M,31 May 1926,1926.0,"Budapest, Hungary",Hungary,26 December 1992,1992.0,"Etna, New Hampshire, USA",United States,Ph.D.,Ph.D.,Princeton University,United States,1949.0,60.0,"['60', '00', '02', '90', '92', '68', '40', '33', '28', '11', '05']",1948.0,56.0,1.0,4.0,87.0,John Kemeny was a Hungarian-born American mathematician and computer scientist best known as the co-inventor of the BASIC computer language.
1624,Alfred Bray Kempe,M,6 July 1849,1849.0,"Kensington, London, England",United Kingdom,21 April 1922,1922.0,"London, England",United Kingdom,,,,,,48.0,['48'],1953.0,1.0,,,,"Alfred Kempe published a false ""proof"" of the four colour theorem in 1879 which stood until Heawood showed the mistake 11 years later. The 'proof' is however still the basis for the computer aided proof discovered 100 years later."
1625,David George Kendall,M,15 January 1918,1918.0,"Ripon, Yorkshire, England",United Kingdom,23 October 2007,2007.0,"Cambridge, England",United Kingdom,M.A.,M.A.,University of Oxford,United Kingdom,1943.0,60.0,"['60', '01', '62', '46', '92', '10', '83', '42', '05', '94', '85', '52', '36', '22']",1942.0,115.0,1.0,25.0,961.0,David Kendall was a leading world authority on applied probability and data analysis.
